LLKey,IssueDate,StartDate,EndDate,CertificateNumber,Fee,NPOName,Event,LicenseClass,SubClass,Description,AddrStreet,AddrZip,Location
408452,2017/08/11 04:00:00+00,2017/08/18 04:00:00+00,2017/08/25 04:00:00+00,65158,350,"Waterfront Partnership of Baltimore, Inc.",The Sandlot,LS,BWL,"Beer, Wine, & Liquor",1000 Wills St.,21231,1000 Wills St. 21231
408453,2017/08/11 04:00:00+00,2017/08/11 04:00:00+00,2017/08/12 04:00:00+00,65159,25,"VISIT BALTIMORE, INC.",Paint Night,WS,BW,Beer & Wines,401 Light Street,21230,401 Light Street 21230
408454,2017/08/14 04:00:00+00,2017/08/20 04:00:00+00,2017/08/21 04:00:00+00,65160,25,"ST. MATTHEW'S ROMAN CATHOLIC CONGREGATION, INCORPORATED",Annual Crab Fest,WS,BW,Beer & Wines,5403 Loch Raven,21239,5403 Loch Raven 21239
408455,2017/08/15 04:00:00+00,2017/09/02 04:00:00+00,2017/09/03 04:00:00+00,65161,50,"Fells Point Main Street, Inc.",Picnic on the Peir,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1015470,21231,
408456,2017/08/16 04:00:00+00,2017/08/26 04:00:00+00,2017/08/27 04:00:00+00,65162,50,ACTIVE SOCIAL COMMUNITIES INC / BMORE KIDS,SUMMER FEST,LS,BWL,"Beer, Wine, & Liquor",1101 E. FORT AVENUE,21230,1101 E. FORT AVENUE 21230
408457,2017/08/17 04:00:00+00,2017/08/20 04:00:00+00,2017/08/21 04:00:00+00,65163,50,"Root & Culture, Inc.",DMV SUMMER FEST,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1016160,21228,
408458,2017/08/18 04:00:00+00,2017/08/25 04:00:00+00,2017/08/26 04:00:00+00,65164,25,THE ZION CHURCH OF THE CITY OF BALTIMORE,Zion Beer & Brats,WS,BW,Beer & Wines,400 E. LEXINGTON ST.,21202,400 E. LEXINGTON ST. 21202
408459,2017/08/18 04:00:00+00,2017/08/27 04:00:00+00,2017/08/28 04:00:00+00,65165,25,"BALTIMORE KICKERS, INC.",Baltimore Kicker's Crab Fest,WS,BW,Beer & Wines,4810  Gunther Ave,21206,4810  Gunther Ave 21206
408460,2017/08/18 04:00:00+00,2017/08/25 04:00:00+00,2017/08/26 04:00:00+00,65166,25,"Baltimore Bike Party, Inc.",Baltimore Bike Party,WS,BW,Beer & Wines,See Permit TMP2017-00142,21230,
408461,2017/08/18 04:00:00+00,2017/08/19 04:00:00+00,2017/08/20 04:00:00+00,65167,50,"Transmodern Age, Inc.",Summer / Fall Performance Series,LS,BWL,"Beer, Wine, & Liquor",421   N. Howard St,21201,421   N. Howard St 21201
408462,2017/08/18 04:00:00+00,2017/08/27 04:00:00+00,2017/08/28 04:00:00+00,65168,50,"ARENA PLAYERS, INC.",Arena Players Outdoor Splash,LS,BWL,"Beer, Wine, & Liquor",4 W. North Avenue,21201,4 W. North Avenue 21201
408463,2017/08/18 04:00:00+00,2017/09/01 04:00:00+00,2017/09/02 04:00:00+00,65169,50,"Transmodern Age, Inc.",Summer / Fall Performance Series,LS,BWL,"Beer, Wine, & Liquor",421   N. Howard St,21201,421   N. Howard St 21201
408464,2017/08/18 04:00:00+00,2017/09/08 04:00:00+00,2017/09/09 04:00:00+00,65170,50,Transmodern Age Inc,Summer / Fall Performance Series,LS,BWL,"Beer, Wine, & Liquor",421   N. Howard St,21201,421   N. Howard St 21201
408465,2017/08/18 04:00:00+00,2017/08/18 04:00:00+00,2017/08/20 04:00:00+00,65171,50,"JAMAICAN ASSOCIATION OF MARYLAND, INC.",Fundraiser,WS,BW,Beer & Wines,4229 YORK ROAD,21215,4229 YORK ROAD 21215
408466,2017/08/21 04:00:00+00,2017/08/27 04:00:00+00,2017/08/28 04:00:00+00,65172,25,"SAINT ELIZABETH'S ROMAN CATHOLIC CONGREGATION, INCORPORATED",Carnival,WS,BW,Beer & Wines,See Permit ROW2017-SE1016183,21224,
408467,2017/08/22 04:00:00+00,2017/08/26 04:00:00+00,2017/08/27 04:00:00+00,65173,50,"Waterfront Partnership of Baltimore, Inc.",Drink Local,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1016267,21230,
408468,2017/08/23 04:00:00+00,2017/08/26 04:00:00+00,2017/08/27 04:00:00+00,65174,50,"KAMRYN LAMBERT FOUNDATION, INC.",PURPLE TAILGATE,LS,BWL,"Beer, Wine, & Liquor",160 WEST OSTEND STREET,21230,160 WEST OSTEND STREET 21230
408469,2017/08/23 04:00:00+00,2017/08/26 04:00:00+00,2017/08/27 04:00:00+00,65175,50,"KAMRYN LAMBERT FOUNDATION, INC.",PURPLE TAILGATE,LS,BWL,"Beer, Wine, & Liquor",160 WEST OSTEND STREET,21230,160 WEST OSTEND STREET 21230
408470,2017/08/23 04:00:00+00,2017/08/25 04:00:00+00,2017/08/26 04:00:00+00,65176,50,"MARYLAND SPCA, INC.",WAG & WINE,LS,BWL,"Beer, Wine, & Liquor",3300 FALLS ROAD,21211,3300 FALLS ROAD 21211
408471,2017/08/24 04:00:00+00,2017/08/25 04:00:00+00,2017/08/31 04:00:00+00,65177,300,"Waterfront Partnership of Baltimore, Inc.",THE SANDLOT,LS,BWL,"Beer, Wine, & Liquor",1000 WILLS STREET,21231,1000 WILLS STREET 21231
408472,2017/08/24 04:00:00+00,2017/08/25 04:00:00+00,2017/09/01 04:00:00+00,65178,350,"Waterfront Partnership of Baltimore, Inc.",THE SANDLOT,LS,BWL,"Beer, Wine, & Liquor",1000 WILLS STREET,21231,1000 WILLS STREET 21231
408473,2017/08/24 04:00:00+00,2017/09/01 04:00:00+00,2017/09/08 04:00:00+00,65179,350,"Waterfront Partnership of Baltimore, Inc.",THE SANDLOT,LS,BWL,"Beer, Wine, & Liquor",1000 WILLS STREET,21231,1000 WILLS STREET 21231
408474,2017/08/24 04:00:00+00,2017/08/25 04:00:00+00,2017/08/27 04:00:00+00,65180,50," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",FUNDRAISIER,WS,BW,Beer & Wines,4229 York Rd.,21212,4229 York Rd. 21212
408475,2017/08/25 04:00:00+00,2017/09/15 04:00:00+00,2017/09/17 04:00:00+00,65181,50,Norte Dame of Maryland University,REUNION WEEKEND,WS,BW,Beer & Wines,4701 N. CHARLES ST.,21210,4701 N. CHARLES ST. 21210
408476,2017/08/28 04:00:00+00,2017/09/17 04:00:00+00,2017/09/18 04:00:00+00,65182,25,"Pigtown Main Street, Inc.",Pigtown Pop- Up Party,WS,BW,Beer & Wines,700-900 Washington Blvd,21202,700-900 Washington Blvd 21202
408477,2017/08/29 04:00:00+00,2017/08/31 04:00:00+00,2017/09/01 04:00:00+00,65183,50,"TUT'S, INC.",JAZZ SUMMER NIGHT,LS,BWL,"Beer, Wine, & Liquor",31 HOPKINS PLAZA,21201,31 HOPKINS PLAZA 21201
408478,2017/08/29 04:00:00+00,2017/09/16 04:00:00+00,2017/09/17 04:00:00+00,65184,25,THE CATHEDRAL OF MARY OUR QUEEN ROMAN CATHOLIC ,5TH HAITI CARNAVALE,WS,BW,Beer & Wines,5200  N. Charles St,21210,5200  N. Charles St 21210
408479,2017/08/29 04:00:00+00,2017/08/31 04:00:00+00,2017/09/01 04:00:00+00,65185,50,"TUT'S, INC.",JAZZ SUMMER NIGHT,LS,BWL,"Beer, Wine, & Liquor",31 HOPKINS PLAZA,21201,31 HOPKINS PLAZA 21201
408480,2017/08/29 04:00:00+00,2017/09/04 04:00:00+00,2017/09/05 04:00:00+00,65186,50,"Fusion Partnerships, Inc.",BACK TO SCHOOL BLOCK PARTY,LS,BWL,"Beer, Wine, & Liquor",4 WEST NORTH AVENUE,21202,4 WEST NORTH AVENUE 21202
408481,2017/08/30 04:00:00+00,2017/09/09 04:00:00+00,2017/09/11 04:00:00+00,65187,100,SAINT MICHAEL'S UKRAINIAN CATHOLIC CHURCH,UKRAINIAN FESTIVAL,LS,BWL,"Beer, Wine, & Liquor",2401 EASTERN AVENUE,21224,2401 EASTERN AVENUE 21224
408482,2017/08/30 04:00:00+00,2017/09/02 04:00:00+00,2017/09/03 04:00:00+00,65188,25,THE ROYAL THEATER & COMMUNITY HERITAGE CORPORATION (TRTCH),Courtyard Series,WS,BW,Beer & Wines,2229 PENNSYLVANIA AVE,21217,2229 PENNSYLVANIA AVE 21217
408483,2017/08/30 04:00:00+00,2017/09/01 04:00:00+00,2017/09/02 04:00:00+00,65189,25," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",Fundraiser,WS,BW,Beer & Wines,4229 YORK RD,21212,4229 YORK RD 21212
408484,2017/08/31 04:00:00+00,2017/09/08 04:00:00+00,2017/09/11 04:00:00+00,65190,150,COLUMBUS CELEBRATIONS INC.,MADONNARI ARTS FESTIVAL,LS,BWL,"Beer, Wine, & Liquor",S. HIGH ST FROM EASTERN AVE TO E. PRATT,21202,S. HIGH ST FROM EASTERN AVE TO E. PRATT 21202
408485,2017/08/31 04:00:00+00,2017/09/03 04:00:00+00,2017/10/04 04:00:00+00,65191,1550,"THE PRODUCERS CLUB OF MARYLAND, INC.",FUNDRAISER,LS,BWL,"Beer, Wine, & Liquor",3-5 W. NORTH AVENUE,21201,3-5 W. NORTH AVENUE 21201
408486,2017/08/31 04:00:00+00,2017/09/03 04:00:00+00,2017/10/03 04:00:00+00,65192,1500,"THE PRODUCERS CLUB OF MARYLAND, INC.",FUNDR,LS,BWL,"Beer, Wine, & Liquor",3-5 W. NORTH AVENUE,21201,3-5 W. NORTH AVENUE 21201
408487,2017/09/01 04:00:00+00,2017/09/07 04:00:00+00,2017/09/08 04:00:00+00,65193,50,"Canton Community Association, Inc.",WTMD 1ST THRUSDAY,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1014946,21224,
408488,2017/09/01 04:00:00+00,2017/09/03 04:00:00+00,2017/09/04 04:00:00+00,65194,25,"Root & Culture, Inc.",THE  AFTER PARTY,WS,BW,Beer & Wines,4229 YORK RD,21212,4229 YORK RD 21212
408489,2017/09/05 04:00:00+00,2017/09/09 04:00:00+00,2017/09/10 04:00:00+00,65195,50,LOCUST POINT CIVIC ASSOCIATION,LOCUST POINT FESTIVAL,LS,BWL,"Beer, Wine, & Liquor",SEE PERMIT ROW2017-SE1015903,21230,
408490,2017/09/05 04:00:00+00,2017/09/08 04:00:00+00,2017/09/09 04:00:00+00,65196,25,"DOWNTOWN PARTNERSHIP OF BALTIMORE, INC.",Pints in the Park,WS,BW,Beer & Wines,100 N Charles Street,21201,100 N Charles Street 21201
408491,2017/09/05 04:00:00+00,2017/09/16 04:00:00+00,2017/09/17 04:00:00+00,65197,50,"FRIENDS OF PATTERSON PARK, INC.",Baltimore Seafood Festival,LS,BWL,"Beer, Wine, & Liquor",CANTON WATERFRONT  PARK,21224,CANTON WATERFRONT  PARK 21224
408492,2017/09/06 04:00:00+00,2017/09/17 04:00:00+00,2017/09/18 04:00:00+00,65198,50,"SHOW YOUR SOFT SIDE, INC.",OPENING TAILGATE,LS,BWL,"Beer, Wine, & Liquor",1300 BLOCK OF RUSSELL STREET,21202,1300 BLOCK OF RUSSELL STREET 21202
408493,2017/09/06 04:00:00+00,2017/09/22 04:00:00+00,2017/09/25 04:00:00+00,65199,150,BALTIMORE OFFICE OF PROMOTIONS & THE ARTS,ANNUAL BOOK FESTIVAL,LS,BWL,"Beer, Wine, & Liquor",ROW2017-SE1014185,21202,ROW2017-SE1014185 21202
408494,2017/09/06 04:00:00+00,2017/09/22 04:00:00+00,2017/09/25 04:00:00+00,65200,75,BALTIMORE OFFICE OF PROMOTIONS & THE ARTS,ANNUAL BOOK FESTIVAL,WS,BW,Beer & Wines,INNER HARBOR ROW2017-SE1014185,21202,INNER HARBOR ROW2017-SE1014185 21202
408495,2017/09/06 04:00:00+00,2017/10/04 04:00:00+00,2017/10/05 04:00:00+00,65201,50,"World Trade Center Institute, Inc.",STATE OF THE PORTS,LS,BWL,"Beer, Wine, & Liquor",401 E. PRATT STREET,21202,401 E. PRATT STREET 21202
408496,2017/09/06 04:00:00+00,2017/09/16 04:00:00+00,2017/09/17 04:00:00+00,65202,50,TRANSITIONAL CARE INCORPORATED,Fundraising for School Supplies & Food Pantry,LS,BWL,"Beer, Wine, & Liquor",3425 Sinclair Lane,21205,3425 Sinclair Lane 21205
408497,2017/09/07 04:00:00+00,2017/09/13 04:00:00+00,2017/09/14 04:00:00+00,65203,50,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",Garrison Keillor,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202,731 Eastern Ave (Pier6) 21202
408498,2017/09/07 04:00:00+00,2017/09/23 04:00:00+00,2017/09/24 04:00:00+00,65204,50,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",Gucci Mane,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202,731 Eastern Ave (Pier6) 21202
408499,2017/09/07 04:00:00+00,2017/09/09 04:00:00+00,2017/09/10 04:00:00+00,65205,25,"The Hampden Community Council, Inc.",HAMPDENFEST,WS,BW,Beer & Wines,CHESTNUT AVENUE & W. 36TH STREET,21211,CHESTNUT AVENUE & W. 36TH STREET 21211
408500,2017/09/07 04:00:00+00,2017/09/12 04:00:00+00,2017/09/13 04:00:00+00,65206,50,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",Pat Bwenetar,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202,731 Eastern Ave (Pier6) 21202
408501,2017/09/07 04:00:00+00,2017/09/16 04:00:00+00,2017/09/17 04:00:00+00,65207,50,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",Wounded Warriors,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202,731 Eastern Ave (Pier6) 21202
408502,2017/09/07 04:00:00+00,2017/09/30 04:00:00+00,2017/10/01 04:00:00+00,65208,50,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",Pink Floyd,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202,731 Eastern Ave (Pier6) 21202
408503,2017/09/07 04:00:00+00,2017/09/19 04:00:00+00,2017/09/20 04:00:00+00,65209,25,"BALTIMORE CONSERVATORY ASSOCIATION, INC.",Garden Jazz,WS,BW,Beer & Wines,See Permit 2017-111,21210,
408504,2017/09/07 04:00:00+00,2017/09/09 04:00:00+00,2017/09/10 04:00:00+00,65210,25,"BALTIMORE CONSERVATORY ASSOCIATION, INC.",Garden Jazz,WS,BW,Beer & Wines,See Permit 2017-111,21210,
408505,2017/09/07 04:00:00+00,2017/09/09 04:00:00+00,2017/09/10 04:00:00+00,65211,50,OPEN WORKS,GERMAN PARK FESTIVAL c/o GREENMOUNT WEST COMMUNITY,LS,BWL,"Beer, Wine, & Liquor",2423 LINDEN AVENUE,21217,2423 LINDEN AVENUE 21217
408506,2017/09/08 04:00:00+00,2017/09/10 04:00:00+00,2017/09/11 04:00:00+00,65212,25,FRIENDS OF RAWLINGS/RECREATION & PARKS,WINE & PAINTING,WS,BW,Beer & Wines,SEE PERMIT 2017-113,21217,
408507,2017/09/08 04:00:00+00,2017/09/09 04:00:00+00,2017/09/10 04:00:00+00,65213,50,Morgan State University-Events Office,SPECIAL EVENT,LS,BWL,"Beer, Wine, & Liquor",1700 E Coldspring Lane,21251,1700 E Coldspring Lane 21251
408508,2017/09/11 04:00:00+00,2017/09/16 04:00:00+00,2017/09/17 04:00:00+00,65214,50,"TRUE OYSTER RESTORATION INITIATIVE, INC.",Parkotber Fest,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1016715,21201,
408509,2017/09/11 04:00:00+00,2017/09/16 04:00:00+00,2017/09/17 04:00:00+00,65215,50,Partnership for Baltimore Waterfront Inc,BALTIMORE BRUNCH FEST,LS,BWL,"Beer, Wine, & Liquor",1310 Point Street,21231,1310 Point Street 21231
408510,2017/09/12 04:00:00+00,2017/09/22 04:00:00+00,2017/09/23 04:00:00+00,65216,25,THE ZION CHURCH OF THE CITY OF BALTIMORE,Beer & Brats,WS,BW,Beer & Wines,400 E. LEXINGTON ST.,21202,400 E. LEXINGTON ST. 21202
408511,2017/09/12 04:00:00+00,2017/09/29 04:00:00+00,2017/09/30 04:00:00+00,65217,25,THE ZION CHURCH OF THE CITY OF BALTIMORE,Beer & Brats,WS,BW,Beer & Wines,400 E. LEXINGTON ST.,21202,400 E. LEXINGTON ST. 21202
408512,2017/09/12 04:00:00+00,2017/09/15 04:00:00+00,2017/09/16 04:00:00+00,65218,25,THE ZION CHURCH OF THE CITY OF BALTIMORE,Beer & Brats,WS,BW,Beer & Wines,400 E. LEXINGTON ST.,21202,400 E. LEXINGTON ST. 21202
408513,2017/09/12 04:00:00+00,2017/09/14 04:00:00+00,2017/09/15 04:00:00+00,65219,50,"MARYLAND ART PLACE, INC.",Bmore Beat Club,LS,BWL,"Beer, Wine, & Liquor",218 W. Saratoga St,21201,218 W. Saratoga St 21201
408514,2017/09/12 04:00:00+00,2017/09/23 04:00:00+00,2017/09/24 04:00:00+00,65220,25,St. Bernardine's Roman Catholic Church,Women's Day Committee,WS,BW,Beer & Wines,614 Mt. Holly St,21229,614 Mt. Holly St 21229
408515,2017/09/12 04:00:00+00,2017/09/15 04:00:00+00,2017/09/18 04:00:00+00,65221,150,"BALTIMORE ROCK OPERA SOCIETY, INC.",LUNASTUS,LS,BWL,"Beer, Wine, & Liquor",400 E. Lexington Street,21044,400 E. Lexington Street 21044
408516,2017/09/12 04:00:00+00,2017/09/21 04:00:00+00,2017/09/24 04:00:00+00,65222,150,"BALTIMORE ROCK OPERA SOCIETY, INC.",LUNASTUS,LS,BWL,"Beer, Wine, & Liquor",400 E. LEXINGTON STREET,21202,400 E. LEXINGTON STREET 21202
408517,2017/09/12 04:00:00+00,2017/09/21 04:00:00+00,2017/09/25 04:00:00+00,65223,200,"BALTIMORE ROCK OPERA SOCIETY, INC.",LUNASTUS,LS,BWL,"Beer, Wine, & Liquor",400 E. LEXINGTON STREET,21202,400 E. LEXINGTON STREET 21202
408518,2017/09/12 04:00:00+00,2017/09/28 04:00:00+00,2017/10/02 04:00:00+00,65224,200,"BALTIMORE ROCK OPERA SOCIETY, INC.",LUNASTUS,LS,BWL,"Beer, Wine, & Liquor",400 E. LEXINGTON STREET,21202,400 E. LEXINGTON STREET 21202
408519,2017/09/12 04:00:00+00,2017/10/05 04:00:00+00,2017/10/09 04:00:00+00,65225,200,"BALTIMORE ROCK OPERA SOCIETY, INC.",LUNASTUS,LS,BWL,"Beer, Wine, & Liquor",400 E. LEXINGTON STREET,21202,400 E. LEXINGTON STREET 21202
408520,2017/09/12 04:00:00+00,2017/10/05 04:00:00+00,2017/10/09 04:00:00+00,65226,200,"BALTIMORE ROCK OPERA SOCIETY, INC.",LUNASTUS,LS,BWL,"Beer, Wine, & Liquor",400 E. LEXINGTON STREET,21202,400 E. LEXINGTON STREET 21202
408521,2017/09/12 04:00:00+00,2017/09/29 04:00:00+00,2017/09/30 04:00:00+00,65227,50,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,Soulful Fridays,LS,BWL,"Beer, Wine, & Liquor",112 E. Lexington St,21202,112 E. Lexington St 21202
408522,2017/09/13 04:00:00+00,2017/09/17 04:00:00+00,2017/09/18 04:00:00+00,65228,50,"NEW VISION YOUTH SERVICES, INC. ",Ties and Roses,LS,BWL,"Beer, Wine, & Liquor",7310 Park Heights Ave,21209,7310 Park Heights Ave 21209
408523,2017/09/13 04:00:00+00,2017/09/17 04:00:00+00,2017/09/18 04:00:00+00,65229,25,"STRONG CITY BALTIMORE, INC.",Street Fair,WS,BW,Beer & Wines,See Permit ROW2017-SE1016193,21218,
408524,2017/09/13 04:00:00+00,2017/09/15 04:00:00+00,2017/09/16 04:00:00+00,65230,50," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",Fundraiser,LS,BWL,"Beer, Wine, & Liquor",4229 York Rd.,21212,4229 York Rd. 21212
408525,2017/09/13 04:00:00+00,2017/09/16 04:00:00+00,2017/09/17 04:00:00+00,65231,50," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",Fashion Code,LS,BWL,"Beer, Wine, & Liquor",2900 Liberty Heights Avenue,21215,2900 Liberty Heights Avenue 21215
408526,2017/09/13 04:00:00+00,2017/09/17 04:00:00+00,2017/09/18 04:00:00+00,65232,50,"KAMRYN LAMBERT FOUNDATION, INC.",Tailgate,LS,BWL,"Beer, Wine, & Liquor",160 W. Ostend St,21230,160 W. Ostend St 21230
408527,2017/09/15 04:00:00+00,2017/09/16 04:00:00+00,2017/09/17 04:00:00+00,65233,50,"BALTIMORE OUTREACH SERVICES, INC.",Kowli,LS,BWL,"Beer, Wine, & Liquor",402 N. Howard Street,21201,402 N. Howard Street 21201
408528,2017/09/15 04:00:00+00,2017/09/15 04:00:00+00,2017/09/16 04:00:00+00,65234,25,FRIENDS OF PATTERSON PARK INC.,MEXICAN INDEPENDENCE DAY,WS,BW,Beer & Wines,Patterson  Park,21224,Patterson  Park 21224
408529,2017/09/15 04:00:00+00,2017/09/16 04:00:00+00,2017/09/17 04:00:00+00,65235,25,"FRIENDS OF PATTERSON PARK, INC.",Mexican Independence Day,WS,BW,Beer & Wines,PATTERSON PARK,21224,PATTERSON PARK 21224
408530,2017/09/18 04:00:00+00,2017/10/01 04:00:00+00,2017/10/02 04:00:00+00,65236,50,"BREAK THE CYCLE, INC. ",WINE ON THE WATER,LS,BWL,"Beer, Wine, & Liquor",3301 WATERVIEW AVENUE,21230,3301 WATERVIEW AVENUE 21230
408531,2017/09/18 04:00:00+00,2017/10/21 04:00:00+00,2017/10/22 04:00:00+00,65237,50,"NATIONAL SKI PATROL SYSTEMS, INC.",BALTIMORE RUNNING FESTIVAL,LS,BWL,"Beer, Wine, & Liquor",401 Light Street,21230,401 Light Street 21230
408532,2017/09/18 04:00:00+00,2017/10/02 04:00:00+00,2017/10/03 04:00:00+00,65238,50,"Taste Wise Kids,Inc.",FARM TO CHEF MARYLAND,LS,BWL,"Beer, Wine, & Liquor",901  WEST PRATT STREET,21223,901  WEST PRATT STREET 21223
408533,2017/09/18 04:00:00+00,2017/10/01 04:00:00+00,2017/10/02 04:00:00+00,65239,50,"KAMRYN LAMBERT FOUNDATION, INC.",FUNDRAISER,LS,BWL,"Beer, Wine, & Liquor",160 W. Ostend St,21230,160 W. Ostend St 21230
408534,2017/09/18 04:00:00+00,2017/09/23 04:00:00+00,2017/09/24 04:00:00+00,65240,25,INSTITUTE OF NOTRE DAME,IND Crab Fest,WS,BW,Beer & Wines,901 AISQUITH STREET,21201,901 AISQUITH STREET 21201
408535,2017/09/19 04:00:00+00,2017/09/30 04:00:00+00,2017/10/01 04:00:00+00,65241,25,"MERCY HIGH SCHOOL, INC.",Class Reunion,WS,BW,Beer & Wines,1300 E. Northern Pkwy,21239,1300 E. Northern Pkwy 21239
408536,2017/09/19 04:00:00+00,2017/09/23 04:00:00+00,2017/09/24 04:00:00+00,65242,50,GENEROSITY: GLOBAL INCORPORATED,Mission Ball,LS,BWL,"Beer, Wine, & Liquor",1701 N. Gay Street,21213,1701 N. Gay Street 21213
408537,2017/09/19 04:00:00+00,2017/10/01 04:00:00+00,2017/10/02 04:00:00+00,65243,50," ST. PETER CLAVER'S ROMAN CATHOLIC CONGREGATION, INCORPORATED",Seafood Fest,LS,BWL,"Beer, Wine, & Liquor",1546 N.Fremont Ave,21217,1546 N.Fremont Ave 21217
408538,2017/09/19 04:00:00+00,2017/09/26 04:00:00+00,2017/09/27 04:00:00+00,65244,25,"Maryland Defense Counsel, Inc. ",Past Presidents Reception,WS,BW,Beer & Wines,100 LIGHT ST Suite#501,21202,100 LIGHT ST Suite#501 21202
408539,2017/09/20 04:00:00+00,2017/09/24 04:00:00+00,2017/09/25 04:00:00+00,65245,25,AFSCME Local#44,Crab Fest/ Bull Roast,WS,BW,Beer & Wines,1500 WASHINGTON BLVD,21230,1500 WASHINGTON BLVD 21230
408540,2017/09/20 04:00:00+00,2017/09/29 04:00:00+00,2017/09/30 04:00:00+00,65246,50,Children's Scholarship Trust,Truchtoberfest,LS,BWL,"Beer, Wine, & Liquor",711 W 40th Street,21211,711 W 40th Street 21211
408541,2017/09/20 04:00:00+00,2017/09/22 04:00:00+00,2017/09/23 04:00:00+00,65247,50,"MARYLAND SPCA, INC.",Wine & Wag,LS,BWL,"Beer, Wine, & Liquor",3300 FALLS ROAD,21211,3300 FALLS ROAD 21211
408542,2017/09/20 04:00:00+00,2017/09/22 04:00:00+00,2017/09/23 04:00:00+00,65248,50,"MARYLAND SPCA, INC.",Wine & Wag,LS,BWL,"Beer, Wine, & Liquor",3300 FALLS ROAD,21211,3300 FALLS ROAD 21211
408543,2017/09/21 04:00:00+00,2017/10/14 04:00:00+00,2017/10/15 04:00:00+00,65249,50,Morgan State University-Events Office,4TH ANNUAL FOOTBALL ALUMNI HOMECOMING TAILGATE,LS,BWL,"Beer, Wine, & Liquor",1700 E. Coldspring Lane,21251,1700 E. Coldspring Lane 21251
408544,2017/09/21 04:00:00+00,2017/09/23 04:00:00+00,2017/09/25 04:00:00+00,65250,100,"Transmodern Age, Inc.",SWAP MEET,LS,BWL,"Beer, Wine, & Liquor",421 N. Howard Street,21201,421 N. Howard Street 21201
408545,2017/09/21 04:00:00+00,2017/10/01 04:00:00+00,2017/10/02 04:00:00+00,65251,50,"RAVENS ROOST 50 FOUNDATION FOR FAMILIES, INC.",Tailgate Party,LS,BWL,"Beer, Wine, & Liquor",1201 Wicomico Street,21230,1201 Wicomico Street 21230
408546,2017/09/21 04:00:00+00,2017/10/15 04:00:00+00,2017/10/16 04:00:00+00,65252,50,"RAVENS ROOST 50 FOUNDATION FOR FAMILIES, INC.",Tailgate Party,LS,BWL,"Beer, Wine, & Liquor",1201 Wicomico Street,21230,1201 Wicomico Street 21230
408547,2017/09/21 04:00:00+00,2017/10/26 04:00:00+00,2017/10/27 04:00:00+00,65253,50,"RAVENS ROOST 50 FOUNDATION FOR FAMILIES, INC.",Tailgate Party,LS,BWL,"Beer, Wine, & Liquor",1201 Wicomico Street,21230,1201 Wicomico Street 21230
408548,2017/09/21 04:00:00+00,2017/11/17 05:00:00+00,2017/11/18 05:00:00+00,65254,25,"Patterson Park Public Charter School, Inc.",Bingo,WS,BW,Beer & Wines,27 N. Lakewood Avenue,21224,27 N. Lakewood Avenue 21224
408549,2017/09/21 04:00:00+00,2017/10/07 04:00:00+00,2017/10/08 04:00:00+00,65255,25,"CATHOLIC COMMUNITY OF SOUTH BALTIMORE, INC.",Oktoberfest,WS,BW,Beer & Wines,1532 E. Fort Avenue,21230,1532 E. Fort Avenue 21230
408550,2017/09/22 04:00:00+00,2017/10/14 04:00:00+00,2017/10/15 04:00:00+00,65256,25,St John Lutheran  Church,SOUR BEEF DINNER,WS,BW,Beer & Wines,226 Washburn Avenue,21225,226 Washburn Avenue 21225
408551,2017/09/22 04:00:00+00,2017/10/13 04:00:00+00,2017/10/14 04:00:00+00,65257,25,"THE VILLAGE LEARNING PLACE, INC.",PUMPKINS N' PINTS,WS,BW,Beer & Wines,2521  SAINT PAUL STREET,21218,2521  SAINT PAUL STREET 21218
408552,2017/09/22 04:00:00+00,2017/09/22 04:00:00+00,2017/09/24 04:00:00+00,65258,50," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",Fundraiser,WS,BW,Beer & Wines,4229 YORK ROAD,21215,4229 YORK ROAD 21215
