LLKey,IssueDate,StartDate,EndDate,CertificateNumber,Fee,NPOName,Event,LicenseClass,SubClass,Description,AddrStreet,AddrZip,Location
300099,1997/03/04 05:00:00+00,1997/03/23 04:00:00+00,1997/03/24 04:00:00+00,4445,25,BELLE RAVEN LADIES DEMOCRATIC CLUB,HERITAGE PARKVILLE GARDEN,WS,BW,Beer & Wines,7631 HARFORD ROAD,21234,7631 HARFORD ROAD 21234
300100,1996/02/20 05:00:00+00,1997/03/23 04:00:00+00,1997/03/24 04:00:00+00,3639,25,BELLE RAVEN LADIES DEMOCRATIC CLUB,HERITAGE PARKVILLE GARDEN,WS,BW,Beer & Wines,7631 HARFORD ROAD,21234,7631 HARFORD ROAD 21234
300101,1996/05/16 04:00:00+00,1996/05/19 04:00:00+00,1996/05/20 04:00:00+00,3810,25,UNITED LADIES DEMOCRATIC CLUB OF BALTO.,HERITAGE PARKVILLE GARDENS,WS,BW,Beer & Wines,7631 HARFORD ROAD,21234,7631 HARFORD ROAD 21234
300102,1994/03/07 05:00:00+00,1994/03/16 04:00:00+00,1994/03/17 04:00:00+00,195,25,UMAB CLASS OF 1994 SCHOOL OF MEDICINE,DAVIDGE HALL,WS,BW,Beer & Wines,655 W. BALTIMORE ST.,21201,655 W. BALTIMORE ST. 21201
300103,2003/02/28 05:00:00+00,2003/03/08 05:00:00+00,2003/03/09 05:00:00+00,764,25,ST. JOHN'S UM CHURCH,ST.JOHN'S UM CHURCH SOCIAL HALL,WS,BW,Beer & Wines,27TH & ST. PAUL ST.,21218,27TH & ST. PAUL ST. 21218
300104,1994/03/08 05:00:00+00,1994/03/19 04:00:00+00,1994/03/20 04:00:00+00,199,25,YMCA OF GREATER BALTIMORE,B & O RAILROAD MUSEUM,WS,BW,Beer & Wines,901 W. PRATT ST.,21223,901 W. PRATT ST. 21223
300105,2002/09/17 04:00:00+00,2002/10/19 04:00:00+00,2002/10/20 04:00:00+00,498,25,ST. DOMINIC PARISH,SCHOOL HALL,WS,BW,Beer & Wines,5310 HARFORD ROAD,21214,5310 HARFORD ROAD 21214
300106,2000/03/06 05:00:00+00,2000/05/07 04:00:00+00,2000/05/08 04:00:00+00,6154,25,ST. ANTHONY'S CHURCH,AUDITORIUM,WS,BW,Beer & Wines,4400 FRANKFPRD AVENUE,21206,4400 FRANKFPRD AVENUE 21206
300107,1995/03/08 05:00:00+00,1995/04/09 04:00:00+00,1995/04/10 04:00:00+00,2899,25,CADIZ CARAVAN #140,ST. JOSEPH MONASTARY SCHOOL HALL,LS,BWL,"Beer, Wine, & Liquor",200 S. MORLEY STREET,21229,200 S. MORLEY STREET 21229
300108,1994/03/14 04:00:00+00,1994/03/16 04:00:00+00,1994/03/17 04:00:00+00,207,25,FRIENDS OF COUNCILMAN NICK C.D'ADAMO,ARCHBISHOP CURLEY HIGH SCHOOL,WS,BW,Beer & Wines,3701 SINCLAIR LANE,21213,3701 SINCLAIR LANE 21213
300109,1996/04/17 04:00:00+00,1996/04/28 04:00:00+00,1996/04/29 04:00:00+00,3752,25,HOLY CROSS POLISH NATIONAL CATH. CHURCH,CHURCH HALL,WS,BW,Beer & Wines,208 S. BROADWAY,21231,208 S. BROADWAY 21231
300110,1994/03/14 04:00:00+00,1994/04/10 04:00:00+00,1994/04/11 04:00:00+00,210,25,"SPORTMAN'S HUNTING, FISHING, SOCIAL CLUB",ST. JOSEPH MONASTERY SCHOOL HALL,LS,BWL,"Beer, Wine, & Liquor",3601 OLD FREDERICK ROAD,21229,3601 OLD FREDERICK ROAD 21229
300111,1994/03/14 04:00:00+00,1994/04/08 04:00:00+00,1994/04/11 04:00:00+00,211,75,MARYLAND OFFICE OF TOURISM,BALTIMORE CONVENTION CENTER,WS,BW,Beer & Wines,1 W. PRATT STREET,21201,1 W. PRATT STREET 21201
300112,1996/01/03 05:00:00+00,1996/03/23 04:00:00+00,1996/03/24 04:00:00+00,3512,25,MERCY HIGH SCHOOL FATHERS' CLUB,MERCY HIGH SCHOOL CAFETERIA,WS,BW,Beer & Wines,1300 E. NORTHERN PKWY.,21239,1300 E. NORTHERN PKWY. 21239
300113,2002/12/31 05:00:00+00,2002/12/31 05:00:00+00,2003/01/02 05:00:00+00,680,50,TEAMSTER'S,TEAMSTER'S UNION HALL,LS,BWL,"Beer, Wine, & Liquor",6000 ERDMAN AVENUE,21213,6000 ERDMAN AVENUE 21213
300114,2003/09/12 04:00:00+00,2003/09/14 04:00:00+00,2003/09/15 04:00:00+00,1119,25,ST. MARTIN CATHOLIC CHURCH,CHURCH HALL,WS,BW,Beer & Wines,1725 W. FAYETTE ST.,21223,1725 W. FAYETTE ST. 21223
300115,1998/07/09 04:00:00+00,1998/07/16 04:00:00+00,1998/07/17 04:00:00+00,5246,25,BOUMI TEMPLE STRING BAND,BOUMI TEMPLE,LS,BWL,"Beer, Wine, & Liquor",4900 N. CHARLES ST.,21210,4900 N. CHARLES ST. 21210
300116,1998/07/09 04:00:00+00,1998/08/20 04:00:00+00,1998/08/21 04:00:00+00,5248,25,BOUMI TEMPLE STRING BAND,BOUMI TEMPLE,LS,BWL,"Beer, Wine, & Liquor",4900 N.  CHARLES STREET,21210,4900 N.  CHARLES STREET 21210
300117,2000/08/14 04:00:00+00,2000/08/20 04:00:00+00,2000/08/21 04:00:00+00,6423,25,ST. PETER THE APOSTLE CHURCH,ST. PETER'S CHURCH HALL,WS,BW,Beer & Wines,848 HOLLINS STREET,21201,848 HOLLINS STREET 21201
300118,2000/03/14 04:00:00+00,2000/03/28 04:00:00+00,2000/03/29 04:00:00+00,6173,25,U OF B SIGMA DELTA KAPPA FRATERNITY,GORDON PLAZA,WS,BW,Beer & Wines,1420 CHARLES ST.,2`201,1420 CHARLES ST. 2`201
300119,1999/04/13 04:00:00+00,1999/04/16 04:00:00+00,1999/04/17 04:00:00+00,5646,25,U OF B SIGMA DELTA KAPPA FRATERNITY,MOOT COURT ROOM #106,WS,BW,Beer & Wines,1420 N. CHARLES ST.,21201,1420 N. CHARLES ST. 21201
300120,1995/10/31 04:00:00+00,1995/11/11 05:00:00+00,1995/11/12 05:00:00+00,3453,25,LETTS PLEASURE CLUB,TEAMSTERS HALL,LS,BWL,"Beer, Wine, & Liquor",6000 ERDMAN AVENUE,21205,6000 ERDMAN AVENUE 21205
300121,1994/03/21 04:00:00+00,1994/04/10 04:00:00+00,1994/04/11 04:00:00+00,225,25,CITIZENS FOR HOUSE OF DELEGATES,STEELWORKERS HALL   # 2609,LS,BWL,"Beer, Wine, & Liquor",550 DUNDALK AVE,21224,550 DUNDALK AVE 21224
300122,1996/01/25 05:00:00+00,1996/02/17 05:00:00+00,1996/02/18 05:00:00+00,3536,25,BOUMI TEMPLE INC.,BOUMI TEMPLE,LS,BWL,"Beer, Wine, & Liquor",4900 N. CHARLES ST.,21210,4900 N. CHARLES ST. 21210
300123,1997/04/09 04:00:00+00,1997/05/10 04:00:00+00,1997/05/11 04:00:00+00,4516,25,"MARYLAND ART PLACE, INC./14K CABARET",MARYLAND ART PLACE,WS,BW,Beer & Wines,218 W SARATOGA ST,21201,218 W SARATOGA ST 21201
300124,1996/04/09 04:00:00+00,1996/04/27 04:00:00+00,1996/04/29 04:00:00+00,3722,50,"MARYLAND ART PLACE, INC./14K CABARET",MARYLAND ART PLACE,WS,BW,Beer & Wines,218 W. SARATOGA ST.,21201,218 W. SARATOGA ST. 21201
300125,1995/02/01 05:00:00+00,1995/04/08 04:00:00+00,1995/04/09 04:00:00+00,2830,25,"WORLD'S END ROD & GUN CLUB,INC.",HERITAGE PARKVILLE GARDENS,LS,BWL,"Beer, Wine, & Liquor",7631 HARFORD ROAD,21234,7631 HARFORD ROAD 21234
300126,1998/03/25 04:00:00+00,1998/04/05 04:00:00+00,1998/04/06 04:00:00+00,5049,25,UNITED THIRD DISTRICT DEMOCRATIC ORG.,BOUMI TEMPLE,LS,BWL,"Beer, Wine, & Liquor",4900 N.  CHARLES STREET,21210,4900 N.  CHARLES STREET 21210
300127,1998/05/05 04:00:00+00,1998/05/09 04:00:00+00,1998/05/10 04:00:00+00,15017,25,ST. MARY'S CHURCH GOVANS,CHURCH/SCHOOL GROUNDS,WS,BW,Beer & Wines,5502 YORK ROAD,21212,5502 YORK ROAD 21212
300128,2003/09/02 04:00:00+00,2003/09/10 04:00:00+00,2003/09/11 04:00:00+00,1085,25,DOWNTOWN PARTNERSHIP,400 BLOCK W. REDWOOD STREET,WS,BW,Beer & Wines,400 W. REDWOOD STREET,21201,400 W. REDWOOD STREET 21201
300129,1994/03/25 04:00:00+00,1994/03/26 04:00:00+00,1994/03/27 04:00:00+00,237,25,"IOTA PHI THETA FRATERNITY,INC.",BALTIMORE MUSEUM OF ART,LS,BWL,"Beer, Wine, & Liquor",10 ART MUSEUM DRIVE,21218,10 ART MUSEUM DRIVE 21218
300130,1995/04/12 04:00:00+00,1995/04/14 04:00:00+00,1995/04/15 04:00:00+00,2975,25,JUST FOR FUN,TEAMSTERS HALL,LS,BWL,"Beer, Wine, & Liquor",6000 ERDMAN AVE,21205,6000 ERDMAN AVE 21205
300131,1994/03/29 04:00:00+00,1994/03/31 04:00:00+00,1994/04/01 04:00:00+00,240,25,JOHNS HOPKINS SCHOOL OF MED. CLASS 96,WESTMINSTER HALL,WS,BW,Beer & Wines,519   W. FAYETTE STREET,21201,519   W. FAYETTE STREET 21201
300132,1994/03/30 04:00:00+00,1994/04/16 04:00:00+00,1994/04/17 04:00:00+00,241,25,CARDINAL GIBBONS SPORTS BOOSTERS,SCHOOL GYM,WS,BW,Beer & Wines,3225 WILKENS AVENUE,21229,3225 WILKENS AVENUE 21229
300133,1995/03/27 04:00:00+00,1995/04/02 04:00:00+00,1995/04/03 04:00:00+00,2934,25,"COIL, INC.",ST. PETER THE APOSTLE CHURCH HALL,WS,BW,Beer & Wines,844 HOLLINS STREET,21201,844 HOLLINS STREET 21201
300134,1994/03/30 04:00:00+00,1994/04/22 04:00:00+00,1994/04/23 04:00:00+00,243,25,CHESAPEAKE INTERNATIONAL SAILING FNDATN,SOBSTAD-SKELLEY SAIL LOFT,LS,BWL,"Beer, Wine, & Liquor",1020 KEY HIGHWAY,21230,1020 KEY HIGHWAY 21230
300135,1996/09/12 04:00:00+00,1996/10/26 04:00:00+00,1996/10/27 04:00:00+00,4121,25,MERCY HIGH SCHOOL FATHERS' CLUB,MERCY HIGH SCHOOL CAFETERIA,WS,BW,Beer & Wines,1300 N. NORTHERN PARKWAY,21239,1300 N. NORTHERN PARKWAY 21239
300136,1996/10/07 04:00:00+00,1996/10/19 04:00:00+00,1996/10/20 04:00:00+00,4186,25,ROSEDALE SPORTSMAN CLUB,HERITAGE PARKVILLE GARDENS,LS,BWL,"Beer, Wine, & Liquor",7631 HARFORD ROAD,21234,7631 HARFORD ROAD 21234
300137,1995/04/27 04:00:00+00,1995/05/07 04:00:00+00,1995/05/08 04:00:00+00,3022,25,BOUMI TEMPLE LEGIONETTE,HERITAGE GARDENS PARKVILLE,LS,BWL,"Beer, Wine, & Liquor",7631 HARFORD ROAD,21234,7631 HARFORD ROAD 21234
300138,1995/10/02 04:00:00+00,1995/10/07 04:00:00+00,1995/10/08 04:00:00+00,3385,25,U OF B (PROJECT HUNGER),PLAYING FIELDS MT. WASHINGTON CAMPUS,WS,BW,Beer & Wines,ROGERS AVE. @ GREENBERRY,21216,ROGERS AVE. @ GREENBERRY 21216
300139,1994/04/05 04:00:00+00,1994/04/23 04:00:00+00,1994/04/24 04:00:00+00,254,25,"POSITIVE TOUCH YOUTH CLUB, INC.",PERSONALITY CLUB,WS,BW,Beer & Wines,2014 HARFORD ROAD,21218,2014 HARFORD ROAD 21218
300140,2000/08/22 04:00:00+00,2000/08/26 04:00:00+00,2000/08/27 04:00:00+00,6433,25,SAINT ATHANASIUS CHURCH,CHURCH HALL,WS,BW,Beer & Wines,4708 PRUDENCE ST.,21226,4708 PRUDENCE ST. 21226
300141,1995/03/02 05:00:00+00,1995/03/24 04:00:00+00,1995/03/25 04:00:00+00,2896,25,"JOHN F. NEUTZE FOUNDATION, INC.",HERITAGE PARKVILLE GARDENS,WS,BW,Beer & Wines,7631 HARFORD ROAD,21234,7631 HARFORD ROAD 21234
300142,1995/10/12 04:00:00+00,1995/10/15 04:00:00+00,1995/10/16 04:00:00+00,3418,25,ST. BRIGID CHURCH HORSE RACE COMMITTEE,PARISH CENTER/UPPER HALL,LS,BWL,"Beer, Wine, & Liquor",900 S. EAST AVENUE,21224,900 S. EAST AVENUE 21224
300143,1994/04/07 04:00:00+00,1994/04/15 04:00:00+00,1994/04/16 04:00:00+00,261,25,NOTRE DAME COLLEGE COMM. SERVICE ORG.,MARION BURK KNOTT COMPLEX,WS,BW,Beer & Wines,4701 N. CHARLES ST.,21210,4701 N. CHARLES ST. 21210
300144,1996/04/15 04:00:00+00,1996/04/27 04:00:00+00,1996/04/28 04:00:00+00,3745,25,BOUMI TEMPLE PATIO COMMITTEE,BOUMI TEMPLE,LS,BWL,"Beer, Wine, & Liquor",4900 N. CHARLES ST.,21210,4900 N. CHARLES ST. 21210
300145,1995/02/02 05:00:00+00,1995/02/23 05:00:00+00,1995/02/24 05:00:00+00,2838,25,BALTIMORE MUSEUM OF ART,FOX AND SCHAEFER COURTS,LS,BWL,"Beer, Wine, & Liquor",10 ART MUSEUM DRIVE,21218,10 ART MUSEUM DRIVE 21218
300146,1998/12/16 05:00:00+00,1998/12/31 05:00:00+00,1999/01/02 05:00:00+00,5492,50,SELT'S SOCIAL CLUB,STEEL WORKERS UNION HALL,LS,BWL,"Beer, Wine, & Liquor",550 DUNDALK AVE,21224,550 DUNDALK AVE 21224
300147,1997/05/06 04:00:00+00,1997/05/09 04:00:00+00,1997/05/10 04:00:00+00,4571,25,MARYLAND FOOD COMMITTEE,BOUMI TEMPLE,LS,BWL,"Beer, Wine, & Liquor",4900 N.  CHARLES STREET,21210,4900 N.  CHARLES STREET 21210
300148,1994/11/17 05:00:00+00,1994/12/11 05:00:00+00,1994/12/12 05:00:00+00,2691,25,BOUMI TEMPLE CHANTERS,BOUMI TEMPLE,LS,BWL,"Beer, Wine, & Liquor",4900 N. CHARLES ST.,21210,4900 N. CHARLES ST. 21210
300149,2003/09/29 04:00:00+00,2003/10/03 04:00:00+00,2003/10/04 04:00:00+00,1169,25,MARYLAND ZOOLOGICAL SOCIETY-BALTO ZOO,THE BALTIMORE ZOO,WS,BW,Beer & Wines,DRUID HILL PARK DR.,21215,DRUID HILL PARK DR. 21215
300150,2000/10/13 04:00:00+00,2000/10/21 04:00:00+00,2000/10/22 04:00:00+00,6561,25,COLLEGE OF NOTRE DAME(OF MARYLAND,DOYLE FORMAL LOUNGE,WS,BW,Beer & Wines,4701 N. CHARLES ST.,21210,4701 N. CHARLES ST. 21210
300151,1995/07/07 04:00:00+00,1995/07/29 04:00:00+00,1995/07/30 04:00:00+00,3172,25,IMPERIAL SPORTSMAN SOCIAL & CHARITY CLUB,ST. JOSEPH MONASTERY HALL,LS,BWL,"Beer, Wine, & Liquor",3601 OLD FREDERICK ROAD,21229,3601 OLD FREDERICK ROAD 21229
300152,1994/10/11 04:00:00+00,1994/10/23 04:00:00+00,1994/10/24 04:00:00+00,2619,25,LEFT BANK JAZZ SOCIETY,BALTIMORE CITY COMMUNITY COLLEGE,LS,BWL,"Beer, Wine, & Liquor",2901 LIBERTY HEIGHTS AVENUE,21215,2901 LIBERTY HEIGHTS AVENUE 21215
300153,1998/10/08 04:00:00+00,1998/10/09 04:00:00+00,1998/10/11 04:00:00+00,5399,50,FELLS POINT BUSINESS ASSOC.,FELLS POINT SQUARE,LS,BWL,"Beer, Wine, & Liquor",800 S. BROADWAY ST,21231,800 S. BROADWAY ST 21231
300154,1996/05/01 04:00:00+00,1996/05/04 04:00:00+00,1996/05/05 04:00:00+00,3782,25,"3 G'S CLUB, INC.",HERITAGE PARKVILLE GARDENS,LS,BWL,"Beer, Wine, & Liquor",7631 HARFORD ROAD,21234,7631 HARFORD ROAD 21234
300155,1995/04/05 04:00:00+00,1995/04/17 04:00:00+00,1995/04/18 04:00:00+00,2952,25,"BOU-TEM-SCI CLUB OF BALTIMORE, INC.",BOUMI TEMPLE,LS,BWL,"Beer, Wine, & Liquor",4900 N. CHARLES ST.,21210,4900 N. CHARLES ST. 21210
300156,1995/04/05 04:00:00+00,1995/05/15 04:00:00+00,1995/05/16 04:00:00+00,2953,25,"BOU-TEM-SCI CLUB OF BALTIMORE, INC.",BOUMI TEMPLE,LS,BWL,"Beer, Wine, & Liquor",4900 N.  CHARLES STREET,21210,4900 N.  CHARLES STREET 21210
300157,1995/04/05 04:00:00+00,1995/09/18 04:00:00+00,1995/09/19 04:00:00+00,2954,25,"BOU-TEM-SCI CLUB OF BALTIMORE, INC.",BOUMI TEMPLE,LS,BWL,"Beer, Wine, & Liquor",4900 N. CHARLES ST.,21210,4900 N. CHARLES ST. 21210
300158,1995/04/05 04:00:00+00,1995/11/20 05:00:00+00,1995/11/21 05:00:00+00,2955,25,"BOU-TEM-SCI CLUB OF BALTIMORE, INC.",BOUMI TEMPLE,LS,BWL,"Beer, Wine, & Liquor",4900 N.  CHARLES STREET,21210,4900 N.  CHARLES STREET 21210
300159,1995/04/05 04:00:00+00,1995/12/18 05:00:00+00,1995/12/19 05:00:00+00,2956,25,"BOU-TEM-SCI CLUB OF BALTIMORE, INC.",BOUMI TEMPLE,LS,BWL,"Beer, Wine, & Liquor",4900 N. CHARLES ST.,21210,4900 N. CHARLES ST. 21210
300160,1994/04/15 04:00:00+00,1994/04/16 04:00:00+00,1994/04/17 04:00:00+00,300,25,ORIOLE ADVOCATES CHARITABLE FOUNDATION,CAMDEN YARDS,WS,BW,Beer & Wines,CAMDEN & EUTAW STREETS,21201,CAMDEN & EUTAW STREETS 21201
300161,1998/03/13 04:00:00+00,1998/03/15 04:00:00+00,1998/03/16 04:00:00+00,5032,25,"OPPORTUNITY, INC.",UNIVERSITY OF BALTIMORE(LANGSDALE AUDITO,LS,BWL,"Beer, Wine, & Liquor",1420 CHARLES ST.,2`201,1420 CHARLES ST. 2`201
300162,1996/09/12 04:00:00+00,1996/09/15 04:00:00+00,1996/09/16 04:00:00+00,4125,25,ANGLE INN SOFTBALL TEAM,LOCAL #557 TEAMSTERS HALL,LS,BWL,"Beer, Wine, & Liquor",6000 ERDMAN AVENUE,21205,6000 ERDMAN AVENUE 21205
300163,1994/04/18 04:00:00+00,1994/05/07 04:00:00+00,1994/05/08 04:00:00+00,300,25,MEN'S EASTERN DART LEAGUE,LOCAL #557 TEAMSTERS HALL,LS,BWL,"Beer, Wine, & Liquor",6000 ERDMAN AVENUE,21202,6000 ERDMAN AVENUE 21202
300164,1998/03/18 04:00:00+00,1998/03/21 04:00:00+00,1998/03/22 04:00:00+00,5044,25,MERCY HIGH SCHOOL FATHER'S CLUB,SCHOOL CAFETERIA,WS,BW,Beer & Wines,1300 E. NORTHERN PARKWAY,21239,1300 E. NORTHERN PARKWAY 21239
300165,1997/03/05 05:00:00+00,1997/03/09 05:00:00+00,1997/03/10 04:00:00+00,4448,25,ST. ROSE OF LIMA CHURCH,SCHOOL HALL,LS,BWL,"Beer, Wine, & Liquor",410 JEFFREY STREET,21225,410 JEFFREY STREET 21225
300166,1996/05/08 04:00:00+00,1996/05/11 04:00:00+00,1996/05/13 04:00:00+00,3798,50,"BALTIMORE BOARS RUGBY FOOTBALL CLUB, INC",LAKE CLIFTON-EASTERN HIGH SCHOOL,WS,BW,Beer & Wines,2801 ST. LO DRIVE,21213,2801 ST. LO DRIVE 21213
300167,1998/02/17 05:00:00+00,1998/02/28 05:00:00+00,1998/03/01 05:00:00+00,4986,25,ST. AMBROSE ROMAN CATHOLIC CHURCH,ST. AMBROSE SCHOOL HALL,LS,BWL,"Beer, Wine, & Liquor",4506 PARK HEIGHTS AVENUE,21215,4506 PARK HEIGHTS AVENUE 21215
300168,1995/10/19 04:00:00+00,1995/10/21 04:00:00+00,1995/10/22 04:00:00+00,3436,25,CHESAPEAKE AUDUBON SOCIETY,ST. BARTHOLOMEW'S CHURCH HALL,WS,BW,Beer & Wines,4711 EDMONDSON AVENUE,21229,4711 EDMONDSON AVENUE 21229
300169,2003/11/14 05:00:00+00,2003/12/06 05:00:00+00,2003/12/07 05:00:00+00,1281,25,OUR LADY OF GOOD COUNSEL,COMMUNITY SCHOOL,WS,BW,Beer & Wines,300 GITTING STREET,21230,300 GITTING STREET 21230
300170,1994/04/20 04:00:00+00,1994/04/23 04:00:00+00,1994/04/24 04:00:00+00,312,25,GOLDEN RING MIDDLE SCHOOL PTA,HERITAGE GARDENS,WS,BW,Beer & Wines,7631 HARFORD ROAD,21234,7631 HARFORD ROAD 21234
300171,1994/04/21 04:00:00+00,1994/04/22 04:00:00+00,1994/04/24 04:00:00+00,316,50,JHU BARNSTORMERS,ARELLANO THEATER,WS,BW,Beer & Wines,3400  N. CHARLES STREET,21218,3400  N. CHARLES STREET 21218
300172,1999/02/16 05:00:00+00,1999/02/20 05:00:00+00,1999/02/21 05:00:00+00,5560,25,SHRINE OF LITTLE FLOWER(HOME SCH. ASSOC),SCHOOL HALL,LS,BWL,"Beer, Wine, & Liquor",2800 BRENDAN AVENUE,21213,2800 BRENDAN AVENUE 21213
300173,1994/09/12 04:00:00+00,1994/09/17 04:00:00+00,1994/09/18 04:00:00+00,2522,25,ST.MARY'S CHURCH,SCHOOL HALL,WS,BW,Beer & Wines,300 GITTINGS STREET,21230,300 GITTINGS STREET 21230
300174,1997/10/28 04:00:00+00,1997/10/30 04:00:00+00,1997/10/31 04:00:00+00,4851,25,UNIVERSITY OF BALTIMORE(SIGMA DELTA KAP),GORDON PLAZA,WS,BW,Beer & Wines,1420 N. CHARLES ST.,21201,1420 N. CHARLES ST. 21201
300175,1996/11/07 05:00:00+00,1996/11/08 05:00:00+00,1996/11/09 05:00:00+00,4261,25,B & P PRODUCTIONS,FIFTH REGIMENT ARMORY,LS,BWL,"Beer, Wine, & Liquor",219 HOFFMAN STREET,21201,219 HOFFMAN STREET 21201
300176,1995/05/01 04:00:00+00,1995/05/12 04:00:00+00,1995/05/15 04:00:00+00,3027,75,HIGHLANDTOWN MERCHANTS FESTIVAL MAY FES,PATTERSON PARK,LS,BWL,"Beer, Wine, & Liquor",EASTERN & LINWOOD AVENUE,21224,EASTERN & LINWOOD AVENUE 21224
300177,2000/03/06 05:00:00+00,2000/03/10 05:00:00+00,2000/03/11 05:00:00+00,6149,25,LADIES PHILOPTOCHOS OF,CHURCH HALL,LS,BWL,"Beer, Wine, & Liquor",520 S. PONCA STREET,21224,520 S. PONCA STREET 21224
300178,1994/04/29 04:00:00+00,1994/05/02 04:00:00+00,1994/05/03 04:00:00+00,325,25,PEOPLES CHOICE,ST. LEO'S CHURCH SCHOOL HALL,LS,BWL,"Beer, Wine, & Liquor",912 STYLES STREET,21202,912 STYLES STREET 21202
300179,2003/02/25 05:00:00+00,2003/03/02 05:00:00+00,2003/03/03 05:00:00+00,756,25,ST. CASIMIR'S ROMAN CATHOLIC CHURCH,FATHER KOLBE HALL,LS,BWL,"Beer, Wine, & Liquor",2736 O'DONELL ST.,21224,2736 O'DONELL ST. 21224
300180,1994/04/29 04:00:00+00,1994/05/07 04:00:00+00,1994/05/08 04:00:00+00,327,25,COLDSTREAM HOMESTEAD MONTEBELLO COMM.,CLIFTON PARK,WS,BW,Beer & Wines,HARFORD ROAD & ST.LO DRIVE,21213,HARFORD ROAD & ST.LO DRIVE 21213
300181,1997/05/16 04:00:00+00,1997/06/14 04:00:00+00,1997/06/15 04:00:00+00,4589,25,PAUL'S TAVERN SOFTBALL TEAM,KNIGHTS OF COLUMBIA,WS,BW,Beer & Wines,1338 HULL ST.,21230,1338 HULL ST. 21230
300182,1997/04/23 04:00:00+00,1997/05/10 04:00:00+00,1997/05/11 04:00:00+00,4537,25,LADIES HARMONY PLEASURE CLUB,HERITAGE PARKVILLE GARDENS,WS,BW,Beer & Wines,7631 HARFORD ROAD,21234,7631 HARFORD ROAD 21234
300183,1996/05/21 04:00:00+00,1996/05/22 04:00:00+00,1996/05/23 04:00:00+00,3816,25,UMAB NURSING CLASS OF 1996,STUDENT UNION TERRACE LOUNGE/COURTYARD,WS,BW,Beer & Wines,621 W. LOMBARD STREET,21201,621 W. LOMBARD STREET 21201
300184,1994/05/05 04:00:00+00,1994/05/15 04:00:00+00,1994/05/16 04:00:00+00,335,25,U OF B INSTITUTE FOR PUBLIC DESIGN,LAW CENTER LOBBY,WS,BW,Beer & Wines,1420 CHARLES ST.,2`201,1420 CHARLES ST. 2`201
300185,1995/04/10 04:00:00+00,1995/04/30 04:00:00+00,1995/05/01 04:00:00+00,2965,25,"C.O.I.L.,INC",ST.PETERS CHURCH HALL,WS,BW,Beer & Wines,13 S. POPPLETON STREET,21201,13 S. POPPLETON STREET 21201
300186,1995/09/20 04:00:00+00,1995/09/23 04:00:00+00,1995/09/24 04:00:00+00,3346,25,WAXTER CENTER FOUNDATION,WAXTER CENTER,WS,BW,Beer & Wines,861 PARK AVENUE,21201,861 PARK AVENUE 21201
300187,1998/05/05 04:00:00+00,1998/05/09 04:00:00+00,1998/05/10 04:00:00+00,5124,25,CORINTHIAN LODGE #62 PRINCE HALL MASONS,SETON KEOUGH HIGH SCHOOL CAFETERIA,LS,BWL,"Beer, Wine, & Liquor",1201 CATON AVENUE,21227,1201 CATON AVENUE 21227
300188,1994/05/10 04:00:00+00,1994/10/15 04:00:00+00,1994/10/16 04:00:00+00,349,25,MOTORCYCLISTS OPERATION SANTA CLAUS,GM PARKING LOT,LS,BWL,"Beer, Wine, & Liquor",2122 BROENING HIGWAY,21203,2122 BROENING HIGWAY 21203
300189,1997/05/16 04:00:00+00,1997/05/16 04:00:00+00,1997/05/17 04:00:00+00,4588,25,LOYOLA COLLEGE,REITZ ARENA \ MCGUIRE HALL,LS,BWL,"Beer, Wine, & Liquor",4501 N. CHARLES STREET,21210,4501 N. CHARLES STREET 21210
300190,1999/05/05 04:00:00+00,1999/05/11 04:00:00+00,1999/05/15 04:00:00+00,5698,100,MARYLAND PREAKNESS CELEBRATION INC.,WATER STREET FESTIVAL,LS,BWL,"Beer, Wine, & Liquor",100 BLK OF WATER STREET,21202,100 BLK OF WATER STREET 21202
300191,1996/10/01 04:00:00+00,1996/11/08 05:00:00+00,1996/11/09 05:00:00+00,4168,25,VIETNAM VETERANS OF AMERICA #451,BALTIMORE CHAPTER #451 HEADQUARTERS,WS,BW,Beer & Wines,6401 BECKLEY STREET,21224,6401 BECKLEY STREET 21224
300192,1996/10/28 04:00:00+00,1996/11/09 05:00:00+00,1996/11/10 05:00:00+00,4247,25,FRIENDS OF MARTIN O'MALLEY,K OF C HALL,WS,BW,Beer & Wines,5543 HARFORD ROAD,21214,5543 HARFORD ROAD 21214
300193,2003/08/25 04:00:00+00,2003/09/05 04:00:00+00,2003/09/06 04:00:00+00,1072,25,MARYLAND HISTORICAL SOCIETY,THE BALTIMORE ROWING CLUB,WS,BW,Beer & Wines,3381 WATERIEW AVENUE,21225,3381 WATERIEW AVENUE 21225
300194,1995/02/10 05:00:00+00,1995/02/25 05:00:00+00,1995/02/26 05:00:00+00,2856,25,STS. PHILIP & JAMES R.C. CHURCH,CHURCH HALL,LS,BWL,"Beer, Wine, & Liquor",2801 N. CHARLES STREET,21218,2801 N. CHARLES STREET 21218
300195,1996/04/09 04:00:00+00,1996/05/18 04:00:00+00,1996/05/19 04:00:00+00,3723,25,WEST INDIAN BALLROOM DANCE CLUB,TEAMSTERS HALL,LS,BWL,"Beer, Wine, & Liquor",6000 ERDMAN AVE,21205,6000 ERDMAN AVE 21205
